id	kind	owner_skill	parameterized_suite	definition_location
FILEAPI-A03	scenario	implementation-auth-network	CONF-020	.codex/skills/implementation-auth-network/references/proxy-tls-files.md:153
FS-001	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:18
FS-002	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:19
FS-003	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:20
FS-004	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:21
FS-005	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:22
FS-006	contract	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:23
FS-A01	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:125
FS-A02	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:126
FS-A03	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:127
FS-A04	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:128
FS-A05	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:129
FS-A06	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:130
FS-A07	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:131
FS-A08	scenario	implementation-tool-catalog	CONF-005	.codex/skills/implementation-tool-catalog/references/filesystem-search-shell.md:132
GCFG-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:24
GCFG-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:26
GCFG-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:28
GCFG-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:30
GCFG-A01	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:535
GCFG-A02	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:537
GCFG-A03	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:539
GCFG-A04	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:541
GCFG-A05	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:543
GCFG-A06	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:545
GCFG-A07	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:547
GCFG-A08	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:549
GCFG-A09	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:551
GCFG-A10	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:553
GCFG-A11	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:555
GCFG-A12	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:557
GCFG-A13G	scenario	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:559
GCFG-AUX-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:150
GCFG-CACHE-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:427
GCFG-CACHE-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:429
GCFG-CACHE-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:431
GCFG-CACHE-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:433
GCFG-DEFAULT-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:396
GCFG-DEFAULT-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:415
GCFG-DEFAULT-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:417
GCFG-DERIVE-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:463
GCFG-DERIVE-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:465
GCFG-DERIVE-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:467
GCFG-DERIVE-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:469
GCFG-GLOBAL-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:156
GCFG-GLOBAL-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:187
GCFG-GLOBAL-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:224
GCFG-GLOBAL-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:241
GCFG-GLOBAL-005	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:266
GCFG-GLOBAL-006	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:294
GCFG-GLOBAL-007	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:313
GCFG-MIG-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:473
GCFG-MIG-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:485
GCFG-MIG-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:499
GCFG-MIG-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:501
GCFG-PATH-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:34
GCFG-PATH-001G	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:41
GCFG-PATH-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:54
GCFG-PATH-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:65
GCFG-PATH-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:67
GCFG-PATH-005	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:69
GCFG-PATH-006	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:71
GCFG-PROJECT-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:345
GCFG-PROJECT-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:370
GCFG-PROJECT-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:385
GCFG-READ-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:421
GCFG-READ-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:423
GCFG-READ-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:425
GCFG-SEC-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:505
GCFG-SEC-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:507
GCFG-SEC-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:509
GCFG-SEC-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:511
GCFG-SEC-005	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:513
GCFG-TRUST-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:457
GCFG-TRUST-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:459
GCFG-TRUST-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:461
GCFG-TYPE-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:130
GCFG-TYPE-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:140
GCFG-TYPE-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:142
GCFG-TYPE-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:144
GCFG-TYPE-005	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:146
GCFG-TYPE-006	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:148
GCFG-WIRE-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:99
GCFG-WIRE-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:101
GCFG-WIRE-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:103
GCFG-WIRE-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:105
GCFG-WIRE-005	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:107
GCFG-WIRE-006	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:109
GCFG-WRITE-001	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:437
GCFG-WRITE-002	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:439
GCFG-WRITE-003	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:441
GCFG-WRITE-004	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:443
GCFG-WRITE-005	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:445
GCFG-WRITE-006	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:447
GCFG-WRITE-007	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:449
GCFG-WRITE-008	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:451
GCFG-WRITE-009	contract	implementation-startup-settings	CONF-001	.codex/skills/implementation-startup-settings/references/durable-global-project-config.md:453
HOOK-001	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:22
HOOK-002	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:37
HOOK-003	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:68
HOOK-010	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:72
HOOK-011	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:85
HOOK-012	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:87
HOOK-013	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:89
HOOK-020	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:93
HOOK-021	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:95
HOOK-022	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:113
HOOK-023	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:115
HOOK-024	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:117
HOOK-025	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:119
HOOK-030	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:123
HOOK-031	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:134
HOOK-032	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:136
HOOK-033	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:138
HOOK-034	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:140
HOOK-035	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:142
HOOK-036	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:144
HOOK-040	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:148
HOOK-041	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:154
HOOK-042	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:156
HOOK-043	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:172
HOOK-044	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:190
HOOK-050	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:194
HOOK-051	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:223
HOOK-060	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:227
HOOK-061	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:238
HOOK-062	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:240
HOOK-063	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:242
HOOK-070	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:246
HOOK-071	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:248
HOOK-072	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:250
HOOK-073	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:252
HOOK-074	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:254
HOOK-080	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:258
HOOK-081	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:260
HOOK-082	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:262
HOOK-083	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:264
HOOK-084	contract	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:266
HOOK-A01	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:270
HOOK-A02	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:271
HOOK-A03	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:272
HOOK-A04	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:273
HOOK-A05	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:274
HOOK-A06	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:275
HOOK-A07	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:276
HOOK-A08	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:277
HOOK-A09	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:278
HOOK-A10	scenario	implementation-plugins-hooks	CONF-014	.codex/skills/implementation-plugins-hooks/references/hook-protocol.md:279
HTR-001	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:21
HTR-002	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:23
HTR-003	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:25
HTR-004	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:27
HTR-005	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:29
HTR-010	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:33
HTR-011	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:35
HTR-012	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:37
HTR-013	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:39
HTR-014	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:41
HTR-020	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:45
HTR-021	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:47
HTR-022	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:49
HTR-023	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:51
HTR-030	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:55
HTR-031	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:57
HTR-032	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:59
HTR-033	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:61
HTR-040	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:65
HTR-041	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:67
HTR-042	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:69
HTR-043	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:71
HTR-044	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:73
HTR-045	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:75
HTR-050	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:79
HTR-051	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:81
HTR-052	contract	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:83
HTR-A01	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:87
HTR-A02	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:91
HTR-A03	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:95
HTR-A04	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:99
HTR-A05	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:103
HTR-A06	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:107
HTR-A07	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:111
HTR-A08	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:115
HTR-A09	scenario	implementation-headless-sdk	CONF-010	.codex/skills/implementation-headless-sdk/references/remote-io-transports.md:119
IDE-001	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:21
IDE-002	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:28
IDE-003	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:37
IDE-010	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:41
IDE-011	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:43
IDE-012	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:45
IDE-013	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:58
IDE-014	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:65
IDE-020	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:69
IDE-021	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:77
IDE-022	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:79
IDE-023	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:81
IDE-030	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:85
IDE-031	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:87
IDE-032	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:89
IDE-040	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:93
IDE-041	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:99
IDE-042	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:106
IDE-043	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:108
IDE-050	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:112
IDE-051	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:114
IDE-052	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:116
IDE-053	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:118
IDE-060	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:122
IDE-061	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:144
IDE-062	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:146
IDE-063	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:148
IDE-070	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:152
IDE-071	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:160
IDE-072	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:162
IDE-073	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:164
IDE-074	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:166
IDE-080	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:170
IDE-081	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:172
IDE-082	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:174
IDE-083	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:176
IDE-090	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:180
IDE-091	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:182
IDE-092	contract	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:184
IDE-A01	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:188
IDE-A02	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:189
IDE-A03	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:190
IDE-A04	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:191
IDE-A05	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:192
IDE-A06	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:193
IDE-A07	scenario	implementation-mcp-lsp	CONF-015	.codex/skills/implementation-mcp-lsp/references/ide-adapter.md:194
