path	reviewed_sha256	primary_owner	contract_ids	scenario_ids	review_generation	coverage_class	boundary_reason
pkg/platform/shutdown.go	001fa67f9d2ff02468e0050fbf11d528343002409837350656d84ebb5b574cf4	implementation-platform-lifecycle	PLAT-070,PLAT-071,PLAT-074,PLAT-078	CONF-021	2026-07-23-e2e-final-review	normative	-
pkg/prompt/prompt.go	2e6972be273ee126b49592c8765b19079a472d9805a5da8fa37e769a68533487	implementation-state-context	SC-060,SC-061,SC-063,SC-066,SC-067	CONF-002	2026-07-23-go-runtime-review	normative	-
pkg/protocol/constructors.go	477e88a706ab0dcb1b450920fcf4927341f60dbbeb1c73a64aaee56053f08849	implementation-query-model	QM-004,QM-005,QM-014,QM-154	CONF-003	2026-07-23-go-runtime-review	normative	-
pkg/protocol/types.go	35c4d57fbad345a4009298974ae7cee4a56c2ddee5264c822d92b92d7db9b099	implementation-query-model	QM-004,QM-005,QM-014,QM-016,QM-154	CONF-003	2026-07-23-go-runtime-review	normative	-
pkg/protocol/validate.go	f4cc90ce6e2f2f0f4f4a445db95657a0b910740fbef6cf69820adf316956f007	implementation-query-model	QM-004,QM-005,QM-014,QM-154	CONF-003	2026-07-23-go-runtime-review	normative	-
pkg/redact/json.go	152253da6a35206dfb45c42b8e6264f2703842cdf89f4d563fbe4cb2dccffe65	implementation-auth-network	AUTH-014	CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/redact/redact.go	2767dfba97179a16dc8f2bb9c6fb24749eda41a09c83c852228adad4c17c986a	implementation-auth-network	AUTH-014	CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/redact/stream.go	864b1d58c92645c7b67e6897219773631e1a53722d1c99444e8a3f92550e7949	implementation-auth-network	AUTH-014	CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/sandbox/sandbox.go	566cf3559cba23c129224cb0cf11c48180668f47367377e164358b5c345eb7c1	implementation-permissions-sandbox	SBOX-001,SBOX-002,SBOX-003,SBOX-010	CONF-006	2026-07-23-e2e-final-review	normative	-
pkg/sessionlock/lock.go	f42a679f5585e71fabc67e877b38ac72117661433d3fb8b8cf4c58b4a422bd4a	implementation-transcript-recovery	TX-011,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/sessionlock/lock_unix.go	3ade3260ddbcac65a1b9dca63ee27528d03efd8eceb3203ca7aa2703e3f13555	implementation-transcript-recovery	TX-011,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/sessionlock/lock_unsupported.go	03fde6adedb723d84904ee599c58a9246c328e95f3a1cbdb4c447eee20cc8f7f	implementation-transcript-recovery	TX-011,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/sessionlock/lock_windows.go	62ff6032e727e624cd71564cc8220ade188563959bac38ff065235d174975ef9	implementation-transcript-recovery	TX-011,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/signals/monitor.go	54a516e9c046ff4c8b9687af02918a62efc8ae4359ac6e2b5f0f45efc44e479c	implementation-platform-lifecycle	PLAT-035,PLAT-036,PLAT-070	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/signals/platform_other.go	a64d60ff665eff666b5a6471c791fdf1448a0c35f7f745cc30d40f2c529ce233	implementation-platform-lifecycle	PLAT-035	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/signals/platform_unix.go	7ea790ec1e77b6f1081f5e07b4f38ced371ee2d33b45fac3992035ef01d37717	implementation-platform-lifecycle	PLAT-035	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/signals/platform_windows.go	36ae44e7542ab723357de591ceb5002120dd2229c5aa9189b9d564b27c2d0e54	implementation-platform-lifecycle	PLAT-035	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/signals/print.go	5fd684eeb535bf998999940b9030427dfd4e293fb119f1b7d2d8deb5e21d8fd2	implementation-platform-lifecycle	PLAT-026,PLAT-035,PLAT-077	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/signals/state.go	0a86e6bb0b9a102ae00a25ece0dbf5e317e871ad14b4b96f134d70f13a4db86d	implementation-platform-lifecycle	PLAT-035,PLAT-070	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/surface/ndjson.go	9faf28dd17a0a7c39f105455e2213404358389eb1ac8d788dc8c844155a4b7e5	implementation-headless-sdk	WIRE-001,WIRE-002,WIRE-003,WIRE-013,WIRE-EOF-001,AUTH-014	CONF-010,CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/task/file_links_other.go	c4aaa17a9f8bbcb28c6504747d3c623a9c3e0bde41faa902d9d9af2f1f081fd0	implementation-task-runtime	TR-020,TR-022,TR-093	CONF-007	2026-07-23-go-runtime-review	normative	-
pkg/task/file_links_unix.go	dabf1ed50aceb3691146d29cacfa3e479b0b0e756628bb329c6aa93be0848100	implementation-task-runtime	TR-020,TR-022,TR-093	CONF-007	2026-07-23-go-runtime-review	normative	-
pkg/task/file_links_windows.go	751a977bd9893394463eaa31179f735064d58701efcb354380e9f15c684870a9	implementation-task-runtime	TR-020,TR-022,TR-093	CONF-007	2026-07-23-go-runtime-review	normative	-
pkg/task/format.go	e0a939f7940f259f26b608f684acc5c198f7eb87d2426881365df5cf0733da76	implementation-task-runtime	TR-097,AUTH-014	CONF-007,CONF-020,TR-A18,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/task/manager.go	d89bfec65bf895b973e515de23f54217da7f2f521aee1d99396769d5dfb63bd8	implementation-task-runtime	TR-004,TR-010,TR-013,TR-020,TR-025,TR-033,TR-094,TR-095,TR-096,AUTH-014	CONF-007,CONF-020,TR-A15,TR-A16,TR-A17,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/task/process.go	b653a94adb8a436b799a734063c68a4cc3388cc6cbbe024892161340b5d476d6	implementation-task-runtime	TR-041,TR-091	CONF-007	2026-07-23-go-runtime-review	normative	-
pkg/task/process_unix.go	64d1a6d7cc4c55abd2960f042522bb763b1782d2261c877b924516b659d94436	implementation-task-runtime	TR-041,TR-091	CONF-007	2026-07-23-go-runtime-review	normative	-
pkg/task/process_windows.go	bdf78c2202c7b86fa8cbe9a0b72816ddb598251fcf27c4370785a096f570cdff	implementation-task-runtime	TR-041,TR-091	CONF-007	2026-07-23-go-runtime-review	normative	-
pkg/task/shell.go	32a6e2d7dae64471a96047dd7b2e4cd9f710f1fa96fe6454df351b5b0919d04a	implementation-task-runtime	TR-022,TR-023,TR-024,TR-025,TR-040,TR-041,TR-094,TR-095,TR-096	CONF-007,TR-A15,TR-A16,TR-A17	2026-07-23-e2e-final-review	normative	-
pkg/task/types.go	c909087ad5971071f7ca14cf5b0b5f55473d3aff18e584933f9a1a44937d4ccd	implementation-task-runtime	TR-002,TR-003,TR-004,TR-007,TR-025,TR-094,TR-096	CONF-007,TR-A16,TR-A17	2026-07-23-e2e-final-review	normative	-
pkg/task/validation.go	7a82fefd354b9e8bf86a02bb43c8f75aab0035d1faf168299c42a776cbdab52b	implementation-task-runtime	TR-004,TR-020,TR-022,TR-025,TR-093	CONF-007,TR-A16	2026-07-23-e2e-security-final	normative	-
pkg/task/work.go	bf290f77b85b6c60fda7d2036084bcb92db2b301b3ce88755ac12001225ccad3	implementation-task-runtime	TR-010,TR-012,TR-013,TR-096	CONF-007,TR-A17	2026-07-23-e2e-final-review	normative	-
pkg/testing/permission.go	9922dfa88115308bcd9ea821d8019c034e26948f0767dc860b4618d5b7f5be70	implementation-permissions-sandbox	PERM-040,PERM-041	CONF-006	2026-07-23-go-runtime-review	normative	-
pkg/tool/bash_tool.go	eb1cc14f93fcc4b0b3c7c2db6d1238d8fd6823dee55244f0dce6f4c4e516d8f8	implementation-tool-catalog	TM-004,FS-004,FS-005,TP-062,TP-077,TR-096	CONF-005,CONF-004,CONF-007,FS-A08,OT-A10,TP-A13,TP-A18,TR-A17	2026-07-23-e2e-final-review	normative	-
pkg/tool/core.go	2a957c41c1718e2f383d3fee4c8912060676699683032016f4e47a7c228d5387	implementation-tool-catalog	TREG-001,TREG-002,TREG-005,TREG-008,TP-053A	CONF-005,CONF-004,TP-A14	2026-07-23-e2e-security-final	normative	-
pkg/tool/errors.go	b0eb88fffcc792bd9905f679fafe071e22925c626cda29fbd09a24b1f9f86de1	implementation-tool-protocol	TP-005,TP-070,TP-075,TP-077	CONF-004,TP-A16,TP-A18	2026-07-23-e2e-final-review	normative	-
pkg/tool/executor.go	6554e5d528e341e72570028ce15027fcaf587b6e30b3d5acb4dc63af9052f2e4	implementation-tool-protocol	TP-005,TP-011,TP-013,TP-020,TP-021,TP-022,TP-030,TP-035,TP-050,TP-052,TP-061,TP-062,TP-070,TP-074,TP-077,HOOK-073	CONF-004,CONF-014,TP-A03,TP-A13,TP-A14,TP-A18,HOOK-A09	2026-07-23-e2e-final-review	normative	-
pkg/tool/file_links_other.go	19cead34c6c9e2cc7952a8645505c1674f69a10bee2605e6d7e7d23b247e1271	implementation-tool-catalog	FS-001,FS-002,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/file_links_unix.go	6b9927e04c29cffbfe7764125542ec954e879ea946ae4b27f99e1737ebf78c3c	implementation-tool-catalog	FS-001,FS-002,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/file_links_windows.go	9f1e1356768006808bccad30e0ee2a59dbb5cd8b25a544b052c93c3a7658a923	implementation-tool-catalog	FS-001,FS-002,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/file_tools.go	3fd421251b26082fcb67e67a42fff411a8f3588b806748255e11bc713f0f4016	implementation-tool-catalog	TM-001,TM-006,TM-007,FS-001,FS-003,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/file_tracker.go	5a75cb24c5ce9541cd0cbdfad8c7b72f46a9a90324f4661a7c1c2002b018a7c0	implementation-tool-catalog	FS-003,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/interaction_tool.go	1187cb97d174ceb8d9728af46946635e4d8b0beedba19c7bcf5bedaa4e27e3b6	implementation-tool-catalog	TM-019,TD-009	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/registry.go	97b7f3fdd207df29afc409d1159493c60e02f9f28b7a75cac117b7742803c7e2	implementation-tool-catalog	TREG-001,TREG-002,TREG-007,TREG-008	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/reserved_rename_other.go	46ccc78597040bc4d2bcb47ff464e719eef94e8b871fa4291343f7e58fa904cf	implementation-tool-catalog	FS-001,FS-002,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/reserved_rename_unix.go	8d9eeb8c391d60412215dd48afe1b0978fabadf79cfa0d6c3993cb4ef6ccdc0b	implementation-tool-catalog	FS-001,FS-002,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/reserved_rename_windows.go	842476341af1a2cc92f8c817fa4bb7f989ad31e296c2216684f05989ee54f92a	implementation-tool-catalog	FS-001,FS-002,FS-006	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/result_store.go	e6f35c165ee40d2e56503e8ef3e277775919426958cd5ddb419c01c8fe336769	implementation-tool-protocol	TP-051,TP-052,TP-053,TP-053A,TP-059,TP-061,TM-058	CONF-004,CONF-005,TP-A08,TP-A13,TP-A14	2026-07-23-e2e-final-review	normative	-
pkg/tool/result_store_sync_other.go	8d583ae6dbaa511708a44514fa6a1b8138deb872e54a370ffa3392c4859ddb0c	implementation-tool-protocol	TP-052,TP-053	CONF-004,TP-A08,TP-A14	2026-07-23-e2e-final-review	normative	-
pkg/tool/result_store_sync_unix.go	85b872a9932eccb8030d914babfcda8f267ee8e16e4cb6f1f7ccdd373f6bbd93	implementation-tool-protocol	TP-052,TP-053	CONF-004,TP-A08,TP-A14	2026-07-23-e2e-final-review	normative	-
pkg/tool/scheduler.go	fc0632b55c73f6f59ff1c04578623c7a031390550a4f550ff2e995abdaa0f682	implementation-tool-protocol	TP-005,TP-013,TP-040,TP-041,TP-044,TP-046,TP-070,TP-071,TP-074	CONF-004,TP-A04,TP-A05	2026-07-23-e2e-security-final	normative	-
pkg/tool/schema.go	3a0006dfd4925d71de84af6f625b281144a3aa5d389c40e8f91d937ffdec66d3	implementation-tool-protocol	TP-002,TP-015,TP-016,TP-017,TP-021,TP-022	CONF-004,TP-A12,TP-A15	2026-07-23-e2e-security-final	normative	-
pkg/tool/search_tools.go	d5b1daa7073771a450a4650949459c2ab521fa7b36deeaa227dfacbebbaa3a56	implementation-tool-catalog	TM-002,TM-003,FS-001,FS-002	CONF-005	2026-07-23-go-runtime-review	normative	-
pkg/tool/task_tools.go	973e38b36b11a2f5bb13ae2ea13997dc18cfd480e981d1f3f7b2d588e22f3d2f	implementation-tool-catalog	TM-032,TM-033,TM-034,TM-035,TM-036,TM-037,TM-038,TP-077,TR-096	CONF-005,CONF-004,CONF-007,OT-A09,OT-A10,TP-A18,TR-A17	2026-07-23-e2e-final-review	normative	-
pkg/tool/types.go	045278ca5b03514d7495b9e528fef1a60930d6a6c923b248d3462e82d5c5f56e	implementation-tool-protocol	TP-002,TP-003,TP-004,TP-005,TP-006,TP-008,TP-050,TP-061,TP-062	CONF-004,TP-A13	2026-07-23-e2e-final-review	normative	-
pkg/transcript/file_integrity_other.go	4814a439203a8cd65ace0f30e52b89cdbc8d01f4046334244fda754bb0b5a8fc	implementation-transcript-recovery	TX-012,TX-013,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/transcript/file_integrity_unix.go	16729e9777d635a36c38f309e6c19c8fd6be1300b3e7f91bde6f6dfc3d86bf6c	implementation-transcript-recovery	TX-012,TX-013,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/transcript/file_integrity_windows.go	25f5409d8bdef7d18a4219ec5c7e02c89e4e9884803492f197f298afacda0a0c	implementation-transcript-recovery	TX-012,TX-013,TX-014	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/transcript/load.go	1122c3d443947f3831a4f5aa0d0a392255cc16f306a7e1c83a1608961d67c547	implementation-transcript-recovery	TX-030,TX-033,TX-040,TX-041	CONF-016	2026-07-23-e2e-final-review	normative	-
pkg/transcript/recovery.go	1b672f6c447b83ca4d9f40d7645694d36d4b8c18bdc537ee92ba9da7ccfe590d	implementation-transcript-recovery	TX-032,TX-036,TX-047,TX-060,TX-067	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/transcript/store.go	f60cb3d46c39c6e96c3c8ae7b86740882053e74c0e6295a851e3e27ece43d5b4	implementation-transcript-recovery	TX-010,TX-012,TX-014,TX-016,TX-020,TX-026,TX-027,AUTH-014	CONF-016,CONF-020,TX-A12,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/transcript/types.go	7513781310e5eefef511963eac2af0ddca304ceac64c02ba9a08b9b611e98e37	implementation-transcript-recovery	TX-001,TX-002,TX-004,TX-005,TX-027,AUTH-014	CONF-016,CONF-020,TX-A12,AUTH-A08	2026-07-23-e2e-final-review	normative	-
